latitude;longitude;altitude(m);ultrasonicHeight(m);speed(mps);distance(m);max_altitude(m);max_ascent(m);max_speed(mps);max_distance(m);time(millisecond);datetime(utc);datetime(local);satellites;pressure(Pa);temperature(F);voltage(v);home_latitude;home_longitude;velocityX(mps);velocityY(mps);velocityZ(mps);pitch(deg);roll(deg);yaw(deg);powerlevel;isflying;istakingphoto;remainPowerPercent;remainLifePercent;currentCurrent;currentElectricity;currentVoltage;batteryTemperature;dischargeCount;flightmode;isMotorsOn;isTakingVideo;Rc_elevator;Rc_aileron;Rc_throttle;Rc_rudder;Rc_gyro;timestamp;Battery_Cell1;Battery_Cell2;Battery_Cell3;Battery_Cell4;Battery_Cell5;Battery_Cell6;Dronetype;AppVersion;Planename;FlyControllerSerialNumber;RemoteSerialNumber;BatterySerialNumber;CENTER_BATTERY.productDate;CENTER_BATTERY.serialNo;CENTER_BATTERY.fullCapacity;CENTER_BATTERY.productDateRaw;pitchRaw;rollRaw;yawRaw;gimbalPitchRaw;gimbalRollRaw;gimbalYawRaw;flyState;altitudeRaw;speedRaw;distanceRaw;velocityXRaw;velocityYRaw;velocityZRaw;data_reuse;App_Tip;App_Warning;downlinkSignalQuality;uplinkSignalQuality;transmissionChannel;rcModeSwitch;rcHome;rcPause;rcTransform;rcJoystickMode;appMode;FlyControllerSerialNumber_legacy;RemoteSerialNumber_legacy;BatterySerialNumber_legacy;Battery2SerialNumber;frontAvoidDist;backAvoidDist;isBrakingToAvoid
-29.452511;-53.285001;46.1;0;4.31;518.68;47.1;47.1;9.86;518.68;259104;48:11.0;48:11.0;18;0;0;15.828;-29.447898;-53.285895;-4.3;-0.3;0;-14.7;2.4;-167.9;0;1;0;69;100;-8748;2552;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;147;24;-1679;9;0;-1639;6;461;43.1;5186.83;-43;-3;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452515;-53.285002;46.1;0;4.41;519.11;47.1;47.1;9.86;519.11;259202;48:11.1;48:11.1;18;0;0;15.828;-29.447898;-53.285895;-4.4;-0.3;0;-14.6;2.7;-167.8;0;1;0;69;100;-8748;2552;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;27;-1678;9;0;-1639;6;461;44.1;5191.1;-44;-3;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452519;-53.285002;46.1;0;4.51;519.55;47.1;47.1;9.86;519.55;259304;48:11.2;48:11.2;18;0;0;15.828;-29.447898;-53.285895;-4.5;-0.3;0;-14.5;2.9;-167.7;0;1;0;69;100;-8748;2552;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;145;29;-1677;9;0;-1639;6;461;45.1;5195.48;-45;-3;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452524;-53.285002;46.1;0;4.71;520;47.1;47.1;9.86;520;259403;48:11.3;48:11.3;18;0;0;15.828;-29.447898;-53.285895;-4.7;-0.3;0;-14.5;2.9;-167.8;0;1;0;69;100;-8748;2552;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;145;29;-1678;9;0;-1639;6;461;47.1;5200.01;-47;-3;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452528;-53.285003;46.1;0;4.82;520.44;47.1;47.1;9.86;520.44;259504;48:11.4;48:11.4;18;0;0;15.828;-29.447898;-53.285895;-4.8;-0.4;0;-14.5;2.9;-167.9;0;1;0;69;100;-8748;2552;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;145;29;-1679;9;0;-1639;6;461;48.17;5204.39;-48;-4;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452532;-53.285003;46.1;0;4.92;520.91;47.1;47.1;9.86;520.91;259605;48:11.5;48:11.5;18;0;0;15.828;-29.447898;-53.285895;-4.9;-0.4;0;-14.6;2.8;-167.8;0;1;0;69;100;-8748;2552;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;28;-1678;9;0;-1639;6;461;49.16;5209.11;-49;-4;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452537;-53.285003;46.1;0;5.02;521.39;47.1;47.1;9.86;521.39;259707;48:11.6;48:11.6;18;0;0;15.828;-29.447898;-53.285895;-5;-0.4;0;-14.5;3;-167.8;0;1;0;69;100;-8748;2552;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;145;30;-1678;9;0;-1639;6;461;50.16;5213.91;-50;-4;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452541;-53.285004;46.1;0;5.12;521.89;47.1;47.1;9.86;521.89;259803;48:11.7;48:11.7;18;0;0;15.828;-29.447898;-53.285895;-5.1;-0.4;0;-14.5;3.1;-167.8;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;145;31;-1678;9;0;-1639;6;461;51.16;5218.86;-51;-4;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452546;-53.285004;46.1;0;5.32;522.41;47.1;47.1;9.86;522.41;259903;48:11.8;48:11.8;18;0;0;15.828;-29.447898;-53.285895;-5.3;-0.4;0;-14.5;3.1;-167.8;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;145;31;-1678;9;0;-1639;6;461;53.15;5224.14;-53;-4;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452551;-53.285005;46.1;0;5.41;522.93;47.1;47.1;9.86;522.93;259999;48:11.9;48:11.9;18;0;0;15.828;-29.447898;-53.285895;-5.4;-0.4;0;-14.5;3.1;-167.8;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;145;31;-1678;9;0;-1639;6;461;54.15;5229.34;-54;-4;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452556;-53.285005;46.1;0;5.51;523.45;47.1;47.1;9.86;523.45;260105;48:12.0;48:12.0;18;0;0;15.828;-29.447898;-53.285895;-5.5;-0.4;0;-14.3;3.4;-167.8;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;143;34;-1678;9;0;-1639;6;461;55.15;5234.5;-55;-4;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452561;-53.285006;46.1;0;5.61;523.99;47.1;47.1;9.86;523.99;260213;48:12.1;48:12.1;18;0;0;15.828;-29.447898;-53.285895;-5.6;-0.4;0;-14.3;3.7;-167.8;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;143;37;-1678;9;0;-1639;6;461;56.14;5239.89;-56;-4;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452566;-53.285006;46.1;0;5.72;524.56;47.1;47.1;9.86;524.56;260302;48:12.2;48:12.2;18;0;0;15.828;-29.447898;-53.285895;-5.7;-0.5;0;-14.3;3.6;-167.8;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;143;36;-1678;9;0;-1639;6;461;57.22;5245.62;-57;-5;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452571;-53.285007;46;0;5.82;525.12;47.1;47.1;9.86;525.12;260404;48:12.3;48:12.3;18;0;0;15.828;-29.447898;-53.285895;-5.8;-0.5;0;-14.4;3.5;-167.9;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;144;35;-1679;9;0;-1639;6;460;58.22;5251.2;-58;-5;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452576;-53.285008;46;0;5.83;525.64;47.1;47.1;9.86;525.64;260500;48:12.4;48:12.4;18;0;0;15.828;-29.447898;-53.285895;-5.8;-0.6;0;-14.4;3.5;-168;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;144;35;-1680;9;0;-1639;6;460;58.31;5256.44;-58;-6;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452581;-53.285008;46;0;5.93;526.21;47.1;47.1;9.86;526.21;260602;48:12.5;48:12.5;18;0;0;15.828;-29.447898;-53.285895;-5.9;-0.6;0;-14.4;3.5;-168;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;144;35;-1680;9;0;-1639;6;460;59.3;5262.14;-59;-6;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452587;-53.285009;46;0;6.04;526.82;47.1;47.1;9.86;526.82;260707;48:12.6;48:12.6;18;0;0;15.828;-29.447898;-53.285895;-6;-0.7;0;-14.3;3.3;-168;0;1;0;69;100;-8365;2550;15828;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;143;33;-1680;9;0;-1639;6;460;60.41;5268.18;-60;-7;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452593;-53.28501;46;0;6.14;527.41;47.1;47.1;9.86;527.41;260803;48:12.7;48:12.7;18;0;0;15.835;-29.447898;-53.285895;-6.1;-0.7;0;-14.4;3.2;-168;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;144;32;-1680;9;0;-1639;6;460;61.4;5274.06;-61;-7;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452598;-53.285011;46;0;6.24;528;47.1;47.1;9.86;528;260903;48:12.8;48:12.8;18;0;0;15.835;-29.447898;-53.285895;-6.2;-0.7;0;-14.5;3.1;-167.9;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;378;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;145;31;-1679;9;0;-1639;6;460;62.39;5280.02;-62;-7;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452604;-53.285011;45.9;0;6.35;528.61;47.1;47.1;9.86;528.61;261009;48:12.9;48:12.9;18;0;0;15.835;-29.447898;-53.285895;-6.3;-0.8;0;-14.6;2.5;-165.9;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;573;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;25;-1659;9;0;-1633;6;459;63.51;5286.05;-63;-8;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452609;-53.285012;45.9;0;6.35;529.22;47.1;47.1;9.86;529.22;261103;48:13.0;48:13.0;18;0;0;15.835;-29.447898;-53.285895;-6.3;-0.8;0;-14.6;2.4;-163.3;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;32;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;24;-1633;9;0;-1600;6;459;63.51;5292.18;-63;-8;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452615;-53.285013;45.9;0;6.46;529.84;47.1;47.1;9.86;529.84;261202;48:13.1;48:13.1;18;0;0;15.835;-29.447898;-53.285895;-6.4;-0.9;0;-14.6;2.7;-162.9;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;27;-1629;9;0;-1588;6;459;64.63;5298.37;-64;-9;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.45262;-53.285014;45.9;0;6.56;530.38;47.1;47.1;9.86;530.38;261304;48:13.2;48:13.2;18;0;0;15.835;-29.447898;-53.285895;-6.5;-0.9;0;-14.6;2.8;-162.8;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;28;-1628;9;0;-1588;6;459;65.62;5303.84;-65;-9;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452626;-53.285015;45.9;0;6.68;531.01;47.1;47.1;9.86;531.01;261407;48:13.3;48:13.3;18;0;0;15.835;-29.447898;-53.285895;-6.6;-1;0;-14.6;2.9;-162.8;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;29;-1628;9;0;-1588;6;459;66.75;5310.08;-66;-10;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452632;-53.285017;45.9;0;6.68;531.63;47.1;47.1;9.86;531.63;261502;48:13.4;48:13.4;18;0;0;15.835;-29.447898;-53.285895;-6.6;-1;0;-14.7;2.9;-162.8;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;147;29;-1628;9;0;-1588;6;459;66.75;5316.25;-66;-10;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452638;-53.285018;45.9;0;6.79;532.26;47.1;47.1;9.86;532.26;261603;48:13.5;48:13.5;18;0;0;15.835;-29.447898;-53.285895;-6.7;-1.1;0;-14.5;2.8;-162.8;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;145;28;-1628;9;0;-1588;6;459;67.9;5322.58;-67;-11;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452644;-53.285019;45.9;0;6.79;532.94;47.1;47.1;9.86;532.94;261706;48:13.6;48:13.6;18;0;0;15.835;-29.447898;-53.285895;-6.7;-1.1;0;-14.4;2.8;-162.7;0;1;0;69;100;-8365;2550;15835;3157.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;144;28;-1627;9;0;-1588;6;459;67.9;5329.41;-67;-11;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.45265;-53.28502;45.9;0;6.89;533.59;47.1;47.1;9.86;533.59;261804;48:13.7;48:13.7;18;0;0;15.833;-29.447898;-53.285895;-6.8;-1.1;0;-14.6;2.8;-162.8;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;28;-1628;9;0;-1588;6;459;68.88;5335.88;-68;-11;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452656;-53.285021;45.9;0;6.91;534.15;47.1;47.1;9.86;534.15;261903;48:13.8;48:13.8;18;0;0;15.833;-29.447898;-53.285895;-6.8;-1.2;0;-14.7;2.6;-162.3;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;501;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;147;26;-1623;9;0;-1588;6;459;69.05;5341.46;-68;-12;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452662;-53.285022;45.9;0;7;534.79;47.1;47.1;9.86;534.79;262006;48:13.9;48:13.9;18;0;0;15.833;-29.447898;-53.285895;-6.9;-1.2;0;-14.7;2.1;-159.6;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;447;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;147;21;-1596;9;0;-1572;6;459;70.04;5347.94;-69;-12;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452668;-53.285024;45.9;0;7.02;535.5;47.1;47.1;9.86;535.5;262105;48:14.0;48:14.0;18;0;0;15.833;-29.447898;-53.285895;-6.9;-1.3;0;-14.6;2.1;-157.9;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;23;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;21;-1579;9;0;-1541;6;459;70.21;5355;-69;-13;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452675;-53.285025;45.9;0;7.12;536.16;47.1;47.1;9.86;536.16;262207;48:14.1;48:14.1;18;0;0;15.833;-29.447898;-53.285895;-7;-1.3;0;-14.6;2.4;-157.6;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;24;-1576;9;0;-1536;6;459;71.2;5361.61;-70;-13;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452681;-53.285026;45.9;0;7.12;536.81;47.1;47.1;9.86;536.81;262304;48:14.2;48:14.2;18;0;0;15.833;-29.447898;-53.285895;-7;-1.3;0;-14.7;2.6;-157.6;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;147;26;-1576;9;0;-1536;6;459;71.2;5368.11;-70;-13;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452687;-53.285028;45.9;0;7.24;537.48;47.1;47.1;9.86;537.48;262407;48:14.3;48:14.3;18;0;0;15.833;-29.447898;-53.285895;-7.1;-1.4;0;-14.7;2.6;-157.6;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;147;26;-1576;9;0;-1536;6;459;72.37;5374.79;-71;-14;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452693;-53.28503;45.9;0;7.26;538.1;47.1;47.1;9.86;538.1;262509;48:14.4;48:14.4;18;0;0;15.833;-29.447898;-53.285895;-7.1;-1.5;0;-14.7;2.8;-157.5;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;147;28;-1575;9;0;-1536;6;459;72.57;5381.04;-71;-15;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452699;-53.285031;45.8;0;7.26;538.77;47.1;47.1;9.86;538.77;262599;48:14.5;48:14.5;18;0;0;15.833;-29.447898;-53.285895;-7.1;-1.5;0;-14.7;2.8;-157.5;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;147;28;-1575;9;0;-1536;6;458;72.57;5387.75;-71;-15;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452706;-53.285032;45.8;0;7.28;539.44;47.1;47.1;9.86;539.44;262707;48:14.6;48:14.6;18;0;0;15.833;-29.447898;-53.285895;-7.1;-1.6;0;-14.7;2.7;-157.5;0;1;0;68;100;-8365;2550;15833;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;147;27;-1575;9;0;-1536;6;458;72.78;5394.39;-71;-16;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452712;-53.285034;45.8;0;7.38;540.12;47.1;47.1;9.86;540.12;262800;48:14.7;48:14.7;18;0;0;15.813;-29.447898;-53.285895;-7.2;-1.6;0;-14.6;2.7;-157.5;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3968;3964;3951;3957;0;0;28;;;;;;;0;0;0;146;27;-1575;9;0;-1536;6;458;73.76;5401.16;-72;-16;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452718;-53.285036;45.8;0;7.4;540.78;47.1;47.1;9.86;540.78;262908;48:14.8;48:14.8;18;0;0;15.813;-29.447898;-53.285895;-7.2;-1.7;0;-14.6;2.7;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;146;27;-1576;9;0;-1536;6;458;73.98;5407.76;-72;-17;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452725;-53.285038;45.7;0;7.5;541.46;47.1;47.1;9.86;541.46;263001;48:14.9;48:14.9;18;0;0;15.813;-29.447898;-53.285895;-7.3;-1.7;0;-14.7;3;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;147;30;-1576;9;0;-1536;6;457;74.95;5414.57;-73;-17;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452731;-53.28504;45.7;0;7.52;542.13;47.1;47.1;9.86;542.13;263099;48:15.0;48:15.0;18;0;0;15.813;-29.447898;-53.285895;-7.3;-1.8;0;-14.4;3;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;144;30;-1576;9;0;-1536;6;457;75.19;5421.32;-73;-18;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452738;-53.285042;45.7;0;7.62;542.82;47.1;47.1;9.86;542.82;263205;48:15.1;48:15.1;18;0;0;15.813;-29.447898;-53.285895;-7.4;-1.8;0;-14.5;2.9;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;145;29;-1576;9;0;-1536;6;457;76.16;5428.19;-74;-18;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452744;-53.285043;45.7;0;7.54;543.48;47.1;47.1;9.86;543.48;263303;48:15.2;48:15.2;18;0;0;15.813;-29.447898;-53.285895;-7.3;-1.9;0;-14.5;3.1;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;145;31;-1576;9;0;-1536;6;457;75.43;5434.83;-73;-19;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452751;-53.285045;45.6;0;7.64;544.17;47.1;47.1;9.86;544.17;263399;48:15.3;48:15.3;18;0;0;15.813;-29.447898;-53.285895;-7.4;-1.9;0;-14.6;3.1;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;146;31;-1576;9;0;-1536;6;456;76.4;5441.72;-74;-19;0;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452757;-53.285048;45.6;0;7.67;544.84;47.1;47.1;9.86;544.84;263516;48:15.4;48:15.4;18;0;0;15.813;-29.447898;-53.285895;-7.4;-2;-0.1;-14.5;3.4;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;145;34;-1576;9;0;-1536;6;456;76.66;5448.37;-74;-20;-1;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452764;-53.28505;45.6;0;7.67;545.53;47.1;47.1;9.86;545.53;263605;48:15.5;48:15.5;18;0;0;15.813;-29.447898;-53.285895;-7.4;-2;-0.1;-14.5;3.3;-157.7;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;145;33;-1577;9;0;-1536;6;456;76.66;5455.29;-74;-20;-1;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.45277;-53.285052;45.7;0;7.69;546.21;47.1;47.1;9.86;546.21;263700;48:15.6;48:15.6;18;0;0;15.813;-29.447898;-53.285895;-7.4;-2.1;-0.1;-14.5;3.2;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;145;32;-1576;9;0;-1536;6;457;76.93;5462.15;-74;-21;-1;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452777;-53.285054;45.7;0;7.69;546.91;47.1;47.1;9.86;546.91;263813;48:15.7;48:15.7;18;0;0;15.813;-29.447898;-53.285895;-7.4;-2.1;-0.1;-14.6;3.3;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;146;33;-1576;9;0;-1536;6;457;76.93;5469.1;-74;-21;-1;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452783;-53.285056;45.7;0;7.72;547.58;47.1;47.1;9.86;547.58;263900;48:15.8;48:15.8;18;0;0;15.813;-29.447898;-53.285895;-7.4;-2.2;-0.1;-14.6;3.3;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;146;33;-1576;9;0;-1536;6;457;77.21;5475.83;-74;-22;-1;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.45279;-53.285059;45.7;0;7.82;548.28;47.1;47.1;9.86;548.28;264009;48:15.9;48:15.9;18;0;0;15.813;-29.447898;-53.285895;-7.5;-2.2;-0.1;-14.7;3.2;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;660;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;147;32;-1576;9;0;-1536;6;457;78.17;5482.79;-75;-22;-1;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
-29.452796;-53.285061;45.6;0;7.85;548.96;47.1;47.1;9.86;548.96;264101;48:16.0;48:16.0;18;0;0;15.813;-29.447898;-53.285895;-7.5;-2.3;-0.1;-14.7;3.1;-157.6;0;1;0;68;100;-9006;2543;15813;3158.5;3;P-GPS;1;0;635;0;0;0;0;1.57618E+12;3960;3957;3945;3951;0;0;28;;;;;;;0;0;0;147;31;-1576;9;0;-1536;6;456;78.45;5489.58;-75;-23;-1;0;;;100;100;0;2;0;0;0;2;0;;;;;0;0;0
